record_id,title,abstract,year,seed_theme,record_type,text_for_embedding,original_cluster_id,cluster,probability,cluster_display,cluster_theme,pc1_plot,pc2_plot,pc1_cluster,pc2_cluster,pc3_cluster,pc4_cluster
cancer-immunotherapy-r-0336,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming","This review connects interferon signaling, single-cell profiling, synergy signal, and steroid management. It frames the field around mechanism of resistance, early-phase trial, patient stratification, and real-world evidence.",2021,review-like mixed corpus,review,"Landscape review of T-cell exhaustion, immune niches, and radiotherapy priming [SEP] This review connects interferon signaling, single-cell profiling, synergy signal, and steroid management. It frames the field around mechanism of resistance, early-phase trial, patient stratification, and real-world evidence.",2,3,0.9606583788014099,Cluster 3,Review hub: T-cell exhaustion x immune niches,0.3408443979828376,-0.10177875769571262,0.3408443979828376,-0.10177875769571262,-0.01537495383306205,0.04574816612502377
cancer-immunotherapy-02-0445,Spatial and single-cell profiling of immune niches: study 445,"This study examines immune niches through single-cell profiling, immune contexture, and tissue architecture. It also discusses links to adaptive resistance and synergy signal, alongside validation cohort and early-phase trial.",2021,Microenvironment profiling,core,"Spatial and single-cell profiling of immune niches: study 445 [SEP] This study examines immune niches through single-cell profiling, immune contexture, and tissue architecture. It also discusses links to adaptive resistance and synergy signal, alongside validation cohort and early-phase trial.",15,16,0.9727615651822521,Cluster 16,Microenvironment profiling,-0.07782882835181049,-0.18670962413106526,-0.07782882835181049,-0.18670962413106526,0.30914777936957427,0.03261888695542593
cancer-immunotherapy-03-0463,Combination immunotherapy strategy in neoantigen vaccination: study 463,"This study examines neoantigen vaccination through priming effect, synergy signal, and treatment sequence. It also discusses links to steroid management and safety monitoring, alongside clinical development and patient stratification.",2022,Combination strategy,core,"Combination immunotherapy strategy in neoantigen vaccination: study 463 [SEP] This study examines neoantigen vaccination through priming effect, synergy signal, and treatment sequence. It also discusses links to steroid management and safety monitoring, alongside clinical development and patient stratification.",10,11,0.9778152872200903,Cluster 11,Combination strategy,-0.12571638158105725,0.0588064924421978,-0.12571638158105725,0.0588064924421978,-0.13284434325431616,0.29575165668001924
cancer-immunotherapy-02-0158,Spatial and single-cell profiling of macrophage barriers: study 158,"This study examines macrophage barriers through spatial atlas, stromal barrier, and single-cell profiling. It also discusses links to rechallenge strategy and clinical triage, alongside portfolio review and validation cohort.",2022,Microenvironment profiling,core,"Spatial and single-cell profiling of macrophage barriers: study 158 [SEP] This study examines macrophage barriers through spatial atlas, stromal barrier, and single-cell profiling. It also discusses links to rechallenge strategy and clinical triage, alongside portfolio review and validation cohort.",14,15,1.0,Cluster 15,Microenvironment profiling,-0.044447190274281706,-0.1801266299260996,-0.044447190274281706,-0.1801266299260996,0.3473272255543337,0.06690635327332152
cancer-immunotherapy-r-0203,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade","This review connects selection biomarker, single-cell profiling, adaptive resistance, and safety monitoring. It frames the field around mechanism of resistance, real-world evidence, translational biomarker, and dose optimization.",2020,review-like mixed corpus,review,"Landscape review of interferon-gamma signatures, tumor microenvironment, and VEGF blockade [SEP] This review connects selection biomarker, single-cell profiling, adaptive resistance, and safety monitoring. It frames the field around mechanism of resistance, real-world evidence, translational biomarker, and dose optimization.",0,1,0.9778614347009864,Cluster 1,Review hub: interferon-gamma signatures x tumor microenvironment,0.3694915767301005,-0.05174054512625262,0.3694915767301005,-0.05174054512625262,-0.03179589300454106,-0.060839781387057354
cancer-immunotherapy-r-0394,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation","This review connects predictive assay, spatial atlas, adaptive resistance, and clinical triage. It frames the field around mechanism of resistance, real-world evidence, clinical development, and early-phase trial.",2025,review-like mixed corpus,review,"Landscape review of PD-L1 scoring, lymphocyte states, and bispecific activation [SEP] This review connects predictive assay, spatial atlas, adaptive resistance, and clinical triage. It frames the field around mechanism of resistance, real-world evidence, clinical development, and early-phase trial.",4,5,0.9775248270018377,Cluster 5,Review hub: PD-L1 scoring x lymphocyte states,0.4232079919020673,-0.12517987300289046,0.4232079919020673,-0.12517987300289046,-0.10857746177075123,0.007724334736026639
cancer-immunotherapy-03-0237,Combination immunotherapy strategy in VEGF blockade: study 237,"This study examines VEGF blockade through vaccine strategy, combination regimen, and synergy signal. It also discusses links to tissue architecture and myeloid state, alongside early-phase trial and portfolio review.",2024,Combination strategy,core,"Combination immunotherapy strategy in VEGF blockade: study 237 [SEP] This study examines VEGF blockade through vaccine strategy, combination regimen, and synergy signal. It also discusses links to tissue architecture and myeloid state, alongside early-phase trial and portfolio review.",7,8,0.9891015891768232,Cluster 8,Combination strategy,-0.05233814603386664,-0.0728876985505232,-0.05233814603386664,-0.0728876985505232,-0.13648540475321508,0.256381145928802
cancer-immunotherapy-x-0468,Integrated analysis of endocrinopathies with interferon-gamma signatures: study 468,"This paper links toxicity grading and steroid management to selection biomarker and checkpoint blockade. The framing emphasizes translational biomarker, validation cohort, and patient stratification across mixed translational contexts.",2025,Toxicity management + Checkpoint biomarkers,crossover,"Integrated analysis of endocrinopathies with interferon-gamma signatures: study 468 [SEP] This paper links toxicity grading and steroid management to selection biomarker and checkpoint blockade. The framing emphasizes translational biomarker, validation cohort, and patient stratification across mixed translational contexts.",20,21,0.9989524136621558,Cluster 21,Bridge: Toxicity management x Checkpoint biomarkers,-0.02136523728668932,0.38548310650004963,-0.02136523728668932,0.38548310650004963,0.03536436029432478,-0.16601902704924706
cancer-immunotherapy-02-0148,Spatial and single-cell profiling of tumor microenvironment: study 148,"This study examines tumor microenvironment through myeloid state, immune contexture, and spatial atlas. It also discusses links to treatment sequence and priming effect, alongside patient stratification and early-phase trial.",2024,Microenvironment profiling,core,"Spatial and single-cell profiling of tumor microenvironment: study 148 [SEP] This study examines tumor microenvironment through myeloid state, immune contexture, and spatial atlas. It also discusses links to treatment sequence and priming effect, alongside patient stratification and early-phase trial.",9,10,0.9834241766180649,Cluster 10,Microenvironment profiling,-0.04124194772776616,-0.21145945116900994,-0.04124194772776616,-0.21145945116900994,0.24695689139038654,0.05372336683194861
cancer-immunotherapy-03-0126,Combination immunotherapy strategy in radiotherapy priming: study 126,"This study examines radiotherapy priming through synergy signal, vaccine strategy, and treatment sequence. It also discusses links to spatial atlas and immune contexture, alongside portfolio review and translational biomarker.",2021,Combination strategy,core,"Combination immunotherapy strategy in radiotherapy priming: study 126 [SEP] This study examines radiotherapy priming through synergy signal, vaccine strategy, and treatment sequence. It also discusses links to spatial atlas and immune contexture, alongside portfolio review and translational biomarker.",3,4,0.9976965879825496,Cluster 4,Combination strategy,-0.07408205711562629,-0.07325637039809527,-0.07408205711562629,-0.07325637039809527,-0.11993352934059964,0.29259380266241863
